RcpNo,RcpName,RcpViews,RcpLikes,RcpTotalCal,RcpCatNo
Y14375,炸元宵,,,,
Y14376,咖哩烤餃,,,,
Y14377,三色蔬菜麵,,,,
Y14378,北義脆皮披薩麵皮,,,,
Y14379,蔬菜饅頭,,,,
Y14380,蕃茄通心粉,,,,
Y14381,雜糧封雞腿,,,,
Y14382,止咳川貝水梨粥,,,,
Y14383,蝦醬炒河粉,,,,
Y14384,原味奶油醬,,,,
Y14385,涼拌牛蒡卷,,,,
Y14386,醬爆蟹箝,,,,
Y14387,鮪魚蛋餃,,,,
Y14388,杏鮑菇串燒,,,,
Y14389,雙色茶巾,,,,
Y14390,紅糖棗茶,,,,
Y14391,古早味糖水,,,,
Y14392,蓮蓬豆腐,,,,
Y14393,醬汁燴鱸魚,,,,
Y14394,鮭魚卵菜心泡菜,,,,
Y14395,泰式涼拌牛肉,,,,
Y14396,咖哩魚蛋片,,,,
Y14397,大腸炆筍干,,,,
Y14398,南瓜濃湯雲吞,,,,
Y14399,肉骨茶麵,,,,
Y14400,桂花年糕,,,,
Y14401,客家釀豆腐,,,,
Y14402,臘味清醬義大利麵,,,,
Y14403,滷汁排骨飯,,,,
Y14404,茄香牛肉刀削麵,,,,
Y14405,檸檬優格米粒沙拉麵,,,,
Y14406,三菇獻壽,,,,
Y14407,草莓沙拉,,,,
Y14408,陳皮雞塊,,,,
Y14409,茶油雞湯,,,,
Y14410,鮮果乳酪披薩,,,,
Y14411,芒果鱈魚豆腐羹,,,,
Y14412,紅燒白菜蹄膀,,,,
Y14413,宮保雞丁,,,,
Y14414,豬肉餡餅,,,,
Y14415,基本鮮肉餛飩餡,,,,
Y14416,如意菜,,,,
Y14417,叉燒酥,,,,
Y14418,油淋五味牛肉,,,,
Y14419,三杯草魚,,,,
Y14420,清燉蛤礪獅子頭,,,,
Y14421,茴香酥皮烤鮭魚,,,,
Y14422,黃金花枝,,,,
Y14423,蛤蜊芥菜雞湯,,,,
Y14424,黑胡椒醬,,,,
Y14425,水蜜桃布丁,,,,
Y14426,饅頭起酥,,,,
Y14427,草莓果醬,,,,
Y14428,八寶豆醬,,,,
Y14429,鮮蝦酪梨披薩,,,,
Y14430,酸辣蘿蔔絲,,,,
Y14431,烤棒棒腿飯,,,,
Y14432,生魚片壽司便當,,,,
Y14433,酥炸薰衣草鯛魚,,,,
Y14434,甜桃果醬,,,,
Y14435,和風大雞排,,,,
Y14436,玫瑰綠茶蛋,,,,
Y14437,蛋糕土司,,,,
Y14438,蒜苗肉絲袋餅,,,,
Y14439,湯種土司,,,,
Y14440,酒漬櫻桃乳酪蛋糕,,,,
Y14441,鮭魚飯,,,,
Y14442,瑞士胗串,,,,
Y14443,炒劍筍,,,,
Y14444,百花椒鹽蝦,,,,
Y14445,叉燒烤肉飯,,,,
Y14446,屏東萬巒豬腳套餐,,,,
Y14447,潮汕辣椒醬,,,,
Y14448,海綿蛋糕,,,,
Y14449,夏威夷披薩,,,,
Y14450,辣白菜韭菜泡菜,,,,
Y14451,泰式酸辣鍋沾醬,,,,
Y14452,左宗棠雞,,,,
Y14453,火雞肉沙拉,,,,
Y14454,生米慢燉成粥,,,,
Y14455,百花鑲蘆筍,,,,
Y14456,蒜頭雞,,,,
Y14457,丁香魚佃煮,,,,
Y14458,鮮蝦米堡,,,,
Y14459,蒜香豆皮,,,,
Y14460,九轉肥腸,,,,
Y14461,香蔬蛋堡,,,,
Y14462,干貝鮮肉餛飩餡,,,,
Y14463,五更腸旺,,,,
Y14464,椰香瑞士卷,,,,
Y14465,泡麵小火鍋,,,,
Y14466,薄荷覆盆子果醬,,,,
Y14467,蘿蔔燉魷魚,,,,
Y14468,芝心風情披薩,,,,
Y14469,腊味飯,,,,
Y14470,羅勒蕃茄麵,,,,
Y14471,藥燉牛肉麵線,,,,
Y14472,胡椒餅麵糰,,,,
Y14473,牛奶排骨湯,,,,
Y14474,九份芋圓冰,,,,
Y14475,咖哩拉麵,,,,
Y14476,豆茸湯,,,,
Y14477,紐辣雞翅,,,,
Y14478,珍珠奶茶,,,,
Y14479,墨西哥披薩,,,,
Y14480,義大利油醋汁,,,,
Y14481,玉米酥盒,,,,
Y14482,香酥紅豆土司,,,,
Y14483,雙菇燴白菜,,,,
Y14484,台中老公餅,,,,
Y14485,千島水果沙拉,,,,
Y14486,馬拉糕,,,,
Y14487,牛肉莓果沙拉,,,,
Y14488,波士頓派,,,,
Y14489,蜂蜜芥末醬,,,,
Y14490,茶香生機堅果飯,,,,
Y14491,台南棺材板,,,,
Y14492,蕃茄醋沙拉,,,,
Y14493,雞肉蘋果沙拉堡,,,,
Y14494,宇治金石Bagel,,,,
Y14495,薑母鴨麵線,,,,
Y14496,鹽酥龍珠,,,,
Y14497,蕈菇味噌湯,,,,
Y14498,芥末西芹,,,,
Y14499,京都排骨,,,,
Y14500,高鐵砂鍋,,,,
Y14501,青豆桂花飯,,,,
Y14502,拿破崙格斯,,,,
Y14503,香蕉冷飲,,,,
Y14504,紅甜椒盅餐盒,,,,
Y14505,魚酥羹,,,,
Y14506,橘子火龍果果醬,,,,
Y14507,青木瓜沙拉,,,,
Y14508,卡啦辣雞,,,,
Y14509,豐原排骨酥麵,,,,
Y14510,美式熱狗,,,,
Y14511,雞肉治部煮,,,,
Y14512,碗粿醬,,,,
Y14513,傻瓜乾麵醬,,,,
Y14514,冰薄荷奶茶,,,,
Y14515,麻辣小排燴飯,,,,
Y14516,素牛肉麵,,,,
Y14517,味噌拉麵,,,,
Y14518,韓國火鍋沾料,,,,
Y14519,蕃茄肉醬,,,,
Y14520,茅屋乳酪派,,,,
Y14521,五目丼,,,,
Y14522,五彩蝦仁,,,,
Y14523,南乳白灼牛肚,,,,
Y14524,水果丹麥麵包,,,,
Y14525,丹麥麵包土司,,,,
Y14526,藍夾克,,,,
Y14527,無錫排骨,,,,
Y14528,黑胡椒烤肉醬,,,,
Y14529,步步高昇,,,,
Y14530,鍋燒意麵,,,,
Y14531,味噌蒟蒻炸肉丸,,,,
Y14532,馬鈴薯泥,,,,
Y14533,Grand-Chocolate,,,,
Y14534,鋁燒,,,,
Y14535,蘇格蘭簡易法,,,,
Y14536,鼓椒炒排骨,,,,
Y14537,辣醬炒雞柳,,,,
Y14538,苦瓜福菜排骨湯,,,,
Y14539,煙燻腐乳花枝,,,,
Y14540,蒜香豆苗,,,,
Y14541,魚餅湯麵,,,,
Y14542,瓦煲雞飯,,,,
Y14543,紫菜蛋皮米捲,,,,
Y14544,麻油口味湯頭,,,,
Y14545,雙酥爆海鮮,,,,
Y14546,泰式酸甜醬,,,,
Y14547,青蔥油,,,,
Y14548,羊小排,,,,
Y14549,筆筒樹燉排骨,,,,
Y14550,鳳梨酥,,,,
Y14551,香橙可樂鴨,,,,
Y14552,紅糖紅豆湯,,,,
Y14553,眉豆紅棗煲豬腳,,,,
Y14554,沙爹雞肉丸,,,,
Y14555,紅燒牛腩,,,,
Y14556,芒果優格,,,,
Y14557,中式蔥燒餅,,,,
Y14558,翡翠皮蛋羹,,,,
Y14559,芝麻海帶芽,,,,
Y14560,素炒豆渣,,,,
Y14561,奶油洋芋,,,,
Y14562,蘆筍炒雙魷,,,,
Y14563,廟口三明治,,,,
Y14564,酸薑皮蛋,,,,
Y14565,玉米火腿蛋餅,,,,
Y14566,百香果燒大排,,,,
Y14567,炸花枝沾醬,,,,
Y14568,滷蛋,,,,
Y14569,涼拌洋蔥,,,,
Y14570,滷牛肚,,,,
Y14571,清燉湯底製作,,,,
Y14572,糖醋素排,,,,
Y14573,蜂蜜芥末醬,,,,
Y14574,豆酥鱈魚,,,,
Y14575,蛋蜜汁,,,,
Y14576,碎麵酥球,,,,
Y14577,紅白蘿蔔滷花生,,,,
Y14578,地瓜土司,,,,
Y14579,京醬肉絲捲餅,,,,
Y14580,餛飩湯,,,,
Y14581,薰衣草提拉米蘇,,,,
Y14582,【盒燒】奶油蒜香干貝,,,,
Y14583,養生藥膳滷包,,,,
Y14584,芽菜春捲,,,,
Y14585,炸雞排蓋飯,,,,
Y14586,雙絲蟹味棒,,,,
Y14587,涼拌大頭菜,,,,
Y14588,茶油麵線,,,,
Y14589,筍絲木耳,,,,
Y14590,四破魚燒烤,,,,
Y14591,仙草排骨,,,,
Y14592,嫩燒魚肉塊,,,,
Y14593,荷葉消脂茶,,,,
Y14594,炸雞,,,,
Y14595,手工炸棗,,,,
Y14596,肉羹醬,,,,
Y14597,奶香芥末醬,,,,
Y14598,辣子雞丁,,,,
Y14599,椰子糕,,,,
Y14600,法式沙拉醬,,,,
Y14601,鮮蝦小籠包,,,,
Y14602,蜜汁焗龍雪,,,,
Y14603,三杯雞,,,,
Y14604,金香奶茶,,,,
Y14605,薰衣草沙朗牛排,,,,
Y14606,元氣可麗餅,,,,
Y14607,綠茶冰箱小西餅,,,,
Y14608,干扁四季豆,,,,
Y14609,杏仁片,,,,
Y14610,蕃茄臘味通心麵,,,,
Y14611,紫山藥乳酪蛋糕,,,,
Y14612,鮮菇飯,,,,
Y14613,檸檬奶油鮭魚,,,,
Y14614,奶油紅蟳,,,,
Y14615,香料烤淡菜,,,,
Y14616,雞肉飯淋醬,,,,
Y14617,雞肉飯,,,,
Y14618,宮保里肌,,,,
Y14619,醋漬嫩薑片,,,,
Y14620,沙茶素什錦,,,,
Y14621,桂侯蹄筋麵,,,,
Y14622,鐵板豆腐,,,,
Y14623,魚酥羹,,,,
Y14624,蓮子炒蓮藕片,,,,
Y14625,老茶醉雞,,,,
Y14626,日式涼麵,,,,
Y14627,正宗小籠湯包,,,,
Y14628,檸檬嫩牛肉,,,,
Y14629,沙茶羊肉鍋,,,,
Y14630,山藥握壽司,,,,
Y14631,薑絲炒大腸,,,,
Y14632,豆絨蟹肉醬,,,,
Y14633,龐貝藍色殺手,,,,
Y14634,枸杞燒冬瓜,,,,
Y14635,紅糟魷魚,,,,
Y14636,滷粉腸,,,,
Y14637,燒酒蝦圖,,,,
Y14638,石頭火鍋,,,,
Y14639,蠔油花椰菜,,,,
Y14640,鱈魚西京燒,,,,
Y14641,親子軍艦壽司,,,,
Y14642,蕃茄素雞餃子餡,,,,
Y14643,咖哩酥,,,,
Y14644,焗海鮮咖哩飯,,,,
Y14645,錦繡花壽司,,,,
Y14646,咖啡乳酪醬,,,,
Y14647,鳳梨糖醋肺片,,,,
Y14648,西汁,,,,
Y14649,五穀雜糧養生粽,,,,
Y14650,鮭魚卵丼,,,,
Y14651,池上便當,,,,
Y14652,蒸牛肉卷,,,,
Y14653,泰式蔥油雞,,,,
Y14654,廟口三明治麵糰,,,,
Y14655,厚蛋卷,,,,
Y14656,蜜汁火腿2,,,,
Y14657,泰式花枝,,,,
Y14658,黑傑克,,,,
Y14659,棗泥小南瓜,,,,
Y14660,奇異仙草冰沙,,,,
Y14661,金黃烏魚子卷,,,,
Y14662,紅茶貓舌餅,,,,
Y14663,夏威夷果巧克力,,,,
Y14664,昆布醬,,,,
Y14665,玉子握壽司,,,,
Y14666,蜜汁火腿,,,,
Y14667,壽司泡麵卷,,,,
Y14668,沙茶炒鰻魚,,,,
Y14669,大骨高湯,,,,
Y14670,山苦瓜紅棗飯,,,,
Y14671,紅李沾醬,,,,
Y14672,雜煮,,,,
Y14673,白菜燉全雞,,,,
Y14674,炸絲瓜,,,,
Y14675,雜糧飯糰,,,,
Y14676,奶油薄餅,,,,
Y14677,洋蔥醬薯泥,,,,
Y14678,塔塔醬,,,,
Y14679,木須豆腐,,,,
Y14680,紅燒獅子頭,,,,
Y14681,鳳梨醬汁,,,,
Y14682,原味沙茶醬,,,,
Y14683,春捲皮絲餅,,,,
Y14684,沙嗲牛肉麵,,,,
Y14685,核桃杯塔,,,,
Y14686,起司饅頭三明治,,,,
Y14687,東京風特別煎餅,,,,
Y14688,厥餅,,,,
Y14689,脆皮抹茶泡芙,,,,
Y14690,雪菜烤鴨絲燜炒米粉,,,,
Y14691,西米焗布丁,,,,
Y14692,豆腐酪梨沙拉,,,,
Y14693,臭臭鍋,,,,
Y14694,芒果西米撈,,,,
Y14695,基本奶油夾心醬,,,,
Y14696,豉汁排骨,,,,
Y14697,辣子雞丁,,,,
Y14698,黃金蛋炒飯,,,,
Y14699,素香油豆腐,,,,
Y14700,優格美乃滋,,,,
Y14701,洋梨派,,,,
Y14702,麻醬牛肉涼麵,,,,
Y14703,羅勒炸蝦,,,,
Y14704,冰糖糯米藕,,,,
Y14705,芹菜炒鴨腸,,,,
Y14706,四川酸辣麵,,,,
Y14707,奶酥餅乾基本麵糰,,,,
Y14708,辣椒醬醃床,,,,
Y14709,麻辣羊肉爐,,,,
Y14710,五更腸旺,,,,
Y14711,腐乳苦瓜,,,,
Y14712,菜脯蛋,,,,
Y14713,三杯雞,,,,
Y14714,焗烤馬鈴薯,,,,
Y14715,涼拌鴨賞,,,,
Y14716,樹形餅乾,,,,
Y14717,栗子紅豆魚頭湯,,,,
Y14718,什錦水果餅乾,,,,
Y14719,乾圓,,,,
Y14720,紅燒肉苦瓜便當,,,,
Y14721,仙草茶,,,,
Y14722,墨西哥玉米餅醬,,,,
Y14723,山藥雄蹄豐胸湯,,,,
Y14724,什錦莓果派,,,,
Y14725,三明治便當,,,,
Y14726,芋圓,,,,
Y14727,三杯醬瓜,,,,
Y14728,奶油杏仁餅,,,,
Y14729,筍絲肉粥,,,,
Y14730,鹹蛋蒸肉,,,,
Y14731,洋梨乳酪塔,,,,
Y14732,紅糟醉雞,,,,
Y14733,椰粉咖哩雞,,,,
Y14734,起司咖哩醬,,,,
Y14735,鰻魚羹湯,,,,
Y14736,油條蛋餅,,,,
Y14737,蕃茄野菜麵,,,,
Y14738,韓式芝麻冷湯,,,,
Y14739,烤茄醬法國麵包,,,,
Y14740,巧克力甜甜圈,,,,
Y14741,松子花椰菜沙拉,,,,
Y14742,粉圓,,,,
Y14743,牛奶馬鈴薯泥,,,,
Y14744,馬鮫魚幽庵燒,,,,
Y14745,香草花茶,,,,
Y14746,醋汁紅白蘿蔔,,,,
Y14747,土司卷餐盒,,,,
Y14748,橄欖蒸肉餅,,,,
Y14749,沙茶水煮肉,,,,
Y14750,榨菜肉絲煲飯,,,,
Y14751,甜味紅川七茶,,,,
Y14752,水果什錦酒釀,,,,
Y14753,上海炒粗麵,,,,
Y14754,粉粿,,,,
Y14755,鴨肉鹹菜湯餃,,,,
Y14756,口袋豆腐,,,,
Y14757,蠔油辣肥腸,,,,
Y14758,川味涼麵,,,,
Y14759,尖尾風潤喉茶,,,,
Y14760,胚芽米飯,,,,
Y14761,馬拉糕,,,,
Y14762,柚子酒,,,,
Y14763,椒鹽鯧魚,,,,
Y14764,月見鰻魚軍艦壽司,,,,
Y14765,堅果脆餅,,,,
Y14766,蘿蔔絲蔥餅,,,,
Y14767,梅香果凍,,,,
Y14768,洋蔥鮪魚沙拉,,,,
Y14769,泰式烤排骨,,,,
Y14770,粉蒸肉丸,,,,
Y14771,辣味沙茶醬,,,,
Y14772,茄汁豬排,,,,
Y14773,貢丸,,,,
Y14774,抹茶栗子土司,,,,
Y14775,涼拌通心粉,,,,
Y14776,烤香雞腿,,,,
Y14777,抹茶小倉蒸糕,,,,
Y14778,杏片揚丸,,,,
Y14779,磨菇濃湯,,,,
Y14780,酸溜猴頭菇,,,,
Y14781,酪梨泥餐盒,,,,
Y14782,核桃丹麥麵包,,,,
Y14783,納豆風味燒,,,,
Y14784,蘭州魯汁牛肉炒麵,,,,
Y14785,雞肉滷味,,,,
Y14786,泡麵水餃,,,,
Y14787,粒粒芒果爽,,,,
Y14788,芋頭粿,,,,
Y14789,地瓜派,,,,
Y14790,左手香水果茶,,,,
Y14791,雙色鮮味沙拉筍,,,,
Y14792,小倉時雨,,,,
Y14793,瓜仔肉飯,,,,
Y14794,香芋炸丸子,,,,
Y14795,餛飩專用經典高湯,,,,
Y14796,蛋包燒麵,,,,
Y14797,彼士裘依蛋糕體,,,,
Y14798,蜜汁蝦仁燴飯,,,,
Y14799,涼拌海藻沙拉,,,,
Y14800,柴魚高湯,,,,
Y14801,DIY泡麵羹,,,,
Y14802,紅燒牛腩飯,,,,
Y14803,燴冬瓜,,,,
Y14804,紅莓醬,,,,
Y14805,鹹派皮,,,,
Y14806,可樂醬燒牛腱,,,,
Y14807,四神湯,,,,
Y14808,茄汁香腸炒飯,,,,
Y14809,和風牛蒡燒肉土司,,,,
Y14810,干煸蜜汁牛肉絲,,,,
Y14811,沙拉餐包,,,,
Y14812,奇異果牛柳,,,,
Y14813,什錦蔬菜煎餅,,,,
Y14814,雞絲涼粉,,,,
Y14815,大甲奶油酥餅,,,,
Y14816,涼拌牛蒡絲,,,,
Y14817,傳統油飯,,,,
Y14818,黑胡椒牛肉披薩,,,,
Y14819,西式牛肉飯,,,,
Y14820,糖酥麻花,,,,
Y14821,辣泡菜小火鍋,,,,
Y14822,茅根雞尾酒,,,,
Y14823,什錦涼拌蛋餅絲,,,,
Y14824,玉米風味麵,,,,
Y14825,清蒸螃蟹、沙蝦,,,,
Y14826,牡蠣湯頭,,,,
Y14827,鵲巢蛋,,,,
Y14828,蒜味燒肉醬,,,,
Y14829,照燒雞腿,,,,
Y14830,香蔥雞肉燥,,,,
Y14831,法式蘋果派,,,,
Y14832,雙色娘惹糕,,,,
Y14833,玉米鮪魚沙拉,,,,
Y14834,紹興札蹄,,,,
Y14835,味噌醬漬霜降豬肉,,,,
Y14836,香炸脆雞柳,,,,
Y14837,奇異蜜桃蛋糕,,,,
Y14838,魷魚螺肉蒜,,,,
Y14839,紅油抄手便當,,,,
Y14840,鹹蛋蝦鬆,,,,
Y14841,台式米粉炒,,,,
Y14842,水果素什錦披薩,,,,
Y14843,小米蒸餅,,,,
Y14844,肉丸子,,,,
Y14845,蔥蛋,,,,
Y14846,波士頓濃湯,,,,
Y14847,韓式泡菜炒麵,,,,
Y14848,蘿蔔糕湯,,,,
Y14849,鑲豆腐,,,,
Y14850,蒜滷豬尾巴,,,,
Y14851,紅糟排骨酥麵,,,,
Y14852,五香脆餃皮,,,,
Y14853,三杯雞,,,,
Y14854,梅汁排骨,,,,
Y14855,生炒糯米飯,,,,
Y14856,甘樹子蒸鰻魚,,,,
Y14857,麻辣雞翅,,,,
Y14858,美式牛肉土司堡,,,,
Y14859,紅茶甜甜圈,,,,
Y14860,客家麻糬,,,,
Y14861,黑椒牛柳,,,,
Y14862,核桃酥,,,,
Y14863,嗆蟹,,,,
Y14864,抹茶冰淇淋甜點,,,,
Y14865,蛋黃千層糕,,,,
Y14866,白蘿蔔入味煮,,,,
Y14867,宜蘭花生糖,,,,
Y14868,蒜蓉辣椒醬,,,,
Y14869,拿鐵,,,,
Y14870,青蔬牛肉鬆,,,,
Y14871,茄子炒菜豆,,,,
Y14872,巧克力球,,,,
Y14873,沙茶火鍋,,,,
Y14874,起酥三明治,,,,
Y14875,南瓜豬肉咖哩,,,,
Y14876,蜜汁排骨烤肉飯,,,,
Y14877,露筍帶子,,,,
Y14878,酸香蓮藕片,,,,
Y14879,紅燒栗子牛腩,,,,
Y14880,鮮奶土司,,,,
Y14881,哇沙米香腸,,,,
Y14882,鯛素麵,,,,
Y14883,胡麻拌韭菜雞絲,,,,
Y14884,丹麥小西餅,,,,
Y14885,蕃茄麵,,,,
Y14886,水煮花生,,,,
Y14887,米粉炒,,,,
Y14888,菠菜飯,,,,
Y14889,奶油磅蛋糕,,,,
Y14890,果醬脆片,,,,
Y14891,照燒香腸,,,,
Y14892,紅豆羊羹,,,,
Y14893,羅勒墨魚麵,,,,
Y14894,松子牛肉鬆,,,,
Y14895,滷魚丸,,,,
Y14896,清炒魚片,,,,
Y14897,翡翠豆腐羹,,,,
Y14898,草莓塔,,,,
Y14899,膨餅,,,,
Y14900,美顏益膚湯,,,,
Y14901,大骨高湯底,,,,
Y14902,香菇肉燥,,,,
Y14903,藍莓慕斯,,,,
Y14904,牛奶南瓜湯,,,,
Y14905,沙嗲餐盒,,,,
Y14906,味噌豬肉,,,,
Y14907,義式咖啡餅,,,,
Y14908,燒酒雞滷包,,,,
Y14909,奶油巧心咖啡酥,,,,
Y14910,腐乳扣肉,,,,
Y14911,乳香饅頭堡,,,,
Y14912,薄荷蝦球,,,,
Y14913,沙茶拌麵,,,,
Y14914,鮭魚車輪麵,,,,
Y14915,虎皮蛋糕卷,,,,
Y14916,出汁,,,,
Y14917,蠔油蕃茄醬,,,,
Y14918,蛋白脆餅,,,,
Y14919,大頭菜片泡菜,,,,
Y14920,涼拌山茼蒿,,,,
Y14921,狀元及第粥,,,,
Y14922,黃金三角,,,,
Y14923,泡麵火鍋,,,,
Y14924,培根乳酪薄餅,,,,
Y14925,奶油野菇菠菜寬麵,,,,
Y14926,山葵乃滋,,,,
Y14927,油淋雞,,,,
Y14928,客家小炒,,,,
Y14929,五香烤牛肉捲飯,,,,
Y14930,三杯雞,,,,
Y14931,清毒除痘湯,,,,
Y14932,紅燒牛尾,,,,
Y14933,豆鼓小魚,,,,
Y14934,芝多司培根土司,,,,
Y14935,檸檬乳酪醬,,,,
Y14936,魚生發芽米粥,,,,
Y14937,枸杞山藥湯,,,,
Y14938,生炒糯米飯,,,,
Y14939,紫蘇梅竹筍煲雞腿,,,,
Y14940,蝦仁香腸鳳梨飯,,,,
Y14941,三杯肥腸,,,,
Y14942,紅豆涼葛,,,,
Y14943,蘋果塔,,,,
Y14944,甜酒鵝肝醬,,,,
Y14945,牛蒡紅燒魚,,,,
Y14946,羅宋湯,,,,
Y14947,南洋椰汁燴飯,,,,
Y14948,大蒜油醋汁,,,,
Y14949,雞尾酒泡芙,,,,
Y14950,青木瓜美容湯,,,,
Y14951,蜜香瓜盅,,,,
Y14952,山藥雜糧飯,,,,
Y14953,排骨酥羹,,,,
Y14954,糖蒜炒豆干,,,,
Y14955,五香滷水滷包,,,,
Y14956,鮪魚壽司菜卷,,,,
Y14957,養生枸杞土司,,,,
Y14958,糖醋魚片,,,,
Y14959,韓式泡菜鍋,,,,
Y14960,醋蒜節瓜,,,,
Y14961,苦瓜盅便當,,,,
Y14962,柱侯辣醬,,,,
Y14963,爆炸雞肉丸,,,,
Y14964,甘醋漬蓮藕,,,,
Y14965,角椒拌豆丁,,,,
Y14966,貴妃梅子牛柳,,,,
Y14967,木瓜牛奶,,,,
Y14968,橙桔海綿蛋糕,,,,
Y14969,沙茶魷魚羹,,,,
Y14970,豆瓣魚,,,,
Y14971,蘿蔔絲餅,,,,
Y14972,薰衣草香煎雞排,,,,
Y14973,起司醬,,,,
Y14974,鹹蛋苦瓜,,,,
Y14975,涼拌茼蒿菜,,,,
Y14976,綜合海鮮炸餃,,,,
Y14977,銀芽素雞絲,,,,
Y14978,香烤馬鈴薯,,,,
Y14979,蘑菇拌飯,,,,
Y14980,椒香蛋黃蒸肉,,,,
Y14981,年糕小火鍋,,,,
Y14982,蒜苗培根,,,,
Y14983,高昇排骨醬,,,,
Y14984,梅汁醬,,,,
Y14985,嘉義方塊酥,,,,
Y14986,蒜味飯,,,,
Y14987,燉帶魚,,,,
Y14988,銀芽雞絲,,,,
Y14989,蚵仔肉羹麵線,,,,
Y14990,蟹柳粉絲煲,,,,
Y14991,黑椒牛骨仔,,,,
Y14992,味噌芝麻豆腐,,,,
Y14993,生菜雞鬆,,,,
Y14994,冬瓜蛤蜊清湯,,,,
Y14995,檸檬果醋涼凍,,,,
Y14996,香草戚風蛋糕,,,,
Y14997,海鮮包,,,,
Y14998,綠豆冬瓜凍,,,,
Y14999,牛排餐盒,,,,
Y15000,心心相印,,,,
Y15001,韭黃牛肉餛飩餡,,,,
Y15002,哇沙米油膏醬,,,,
Y15003,醋香魚塊,,,,
Y15004,滷肉,,,,
Y15005,蜜燒魚乾,,,,
Y15006,薏仁綠豆刨冰,,,,
Y15007,蔬菜蛋餅,,,,
Y15008,南瓜湯,,,,
Y15009,水蜜桃果醬,,,,
Y15010,香椿煎蛋,,,,
Y15011,鮮味蒸蛋,,,,
Y15012,薑絲海瓜子飯,,,,
Y15013,香雞排,,,,
Y15014,蕃薯絲餅,,,,
Y15015,鮮蝦茄餅,,,,
Y15016,三明治多拿滋,,,,
Y15017,百香青木瓜,,,,
Y15018,嗆辣蟹腳,,,,
Y15019,香煎小牛菲力,,,,
Y15020,紅麴鹽酥雞,,,,
Y15021,牛肉滑腸粉,,,,
Y15022,沙茶魚頭鍋,,,,
Y15023,糖水DIY,,,,
Y15024,蒜蓉醬,,,,
Y15025,素食卷,,,,
Y15026,涼拌海蜇皮,,,,
Y15027,雞翅尖,,,,
Y15028,一口枝仔冰,,,,
Y15029,西瓜牛奶冰,,,,
Y15030,鮑魚灌湯包,,,,
Y15031,什錦果粒蝦球,,,,
Y15032,筑前煮,,,,
Y15033,薄荷香料蔬菜沙拉,,,,
Y15034,五味醬,,,,
Y15035,紫米糕,,,,
Y15036,串烤雞肉丸子,,,,
Y15037,泰式涼拌青木瓜絲,,,,
Y15038,滷豬腸,,,,
Y15039,迷迭香滷包,,,,
Y15040,三杯杏鮑菇,,,,
Y15041,彩椒牛肉義大利麵,,,,
Y15042,香根牛肉,,,,
Y15043,酸辣魚皮,,,,
Y15044,日式照燒醬,,,,
Y15045,巧克力豆餅乾,,,,
Y15046,小籠湯包,,,,
Y15047,義大利式拌飯,,,,
Y15048,綠茶蝦凍,,,,
Y15049,糖醋魚,,,,
Y15050,卡滋雞腿堡,,,,
Y15051,紅油滷包,,,,
Y15052,蜜豆寒天,,,,
Y15053,雙色糕,,,,
Y15054,蘿蔔絲攤餅,,,,
Y15055,米蘭式米粒麵,,,,
Y15056,鬆餅,,,,
Y15057,年年有餘,,,,
Y15058,滷牛肉條,,,,
Y15059,燴素菜,,,,
Y15060,燴牛肉獅子頭,,,,
Y15061,海鮮冷麵,,,,
Y15062,鹹酥雞,,,,
Y15063,原味貝果DIY,,,,
Y15064,玫瑰花香餅,,,,
Y15065,印尼咖哩醬,,,,
Y15066,南瓜起司蛋糕,,,,
Y15067,滷汁金針海陸丸,,,,
Y15068,蘭陽糟餅,,,,
Y15069,三色蛋餐盒,,,,
Y15070,四物醋醉蝦,,,,
Y15071,蘇州梅,,,,
Y15072,沙嗲烤牛肉串飯,,,,
Y15073,卡布奇諾布丁,,,,
Y15074,破朴子蒸魚,,,,
Y15075,滷海鮮,,,,
Y15076,西班牙烘蛋,,,,
Y15077,蟹柳沙拉,,,,
Y15078,草莓醬汁,,,,
Y15079,大腸蚵仔麵線,,,,
Y15080,肉桂優格烤蘋果,,,,
Y15081,優格,,,,
Y15082,油爆蝦,,,,
Y15083,麻油燒酒蝦,,,,
Y15084,薰衣草瑞士捲,,,,
Y15085,酸菜鴨,,,,
Y15086,鹹牛肉,,,,
Y15087,滷汁的處理,,,,
Y15088,奇異果沙拉盅,,,,
Y15089,香嫩雞腿,,,,
Y15090,串煎沙嗲,,,,
Y15091,芝麻釀茄子,,,,
Y15092,超級草莓冰,,,,
Y15093,炸豬排佐味噌醬,,,,
Y15094,咖哩燒子排,,,,
Y15095,卡布奇諾,,,,
Y15096,麻辣血旺魚片鍋,,,,
Y15097,黃瓜盅,,,,
Y15098,黃金豆豉醬,,,,
Y15099,炸沙茶蝦,,,,
Y15100,鐵火細卷,,,,
Y15101,油條,,,,
Y15102,麻油瓜,,,,
Y15103,紅酒洋梨派,,,,
Y15104,芝麻木瓜牛奶,,,,
Y15105,墨魚蛤蜊麵,,,,
Y15106,雪菜肉末,,,,
Y15107,台中香妃酥,,,,
Y15108,包子芋泥餡,,,,
Y15109,芝麻菠菜,,,,
Y15110,素香滷包,,,,
Y15111,福州胡椒餅,,,,
Y15112,抹茶香米布丁,,,,
Y15113,黑豆煮魚,,,,
Y15114,蝦仁蒸燒賣,,,,
Y15115,花枝羹肉作法,,,,
Y15116,蟹腳冬粉煲,,,,
Y15117,蒸腸旺,,,,
